fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
8.7;0.22;0.42;2.30;0.053;27;114;0.9940;2.99;0.43;10.00;5
7.4;0.41;0.34;4.70;0.042;19;127;0.9953;3.25;0.42;10.40;5
6.7;0.25;0.34;12.85;0.048;30;161;0.9986;3.44;0.47;9.50;6
6.0;0.26;0.42;5.20;0.027;70;178;0.9914;3.40;0.40;12.30;8
6.1;0.31;0.37;8.40;0.031;70;170;0.9934;3.42;0.40;11.70;8
9.2;0.28;0.46;3.20;0.058;39;133;0.9960;3.14;0.58;9.50;5
9.0;0.31;0.49;6.90;0.034;26;91;0.9937;2.99;0.34;11.50;5
8.5;0.16;0.33;1.00;0.076;17;57;0.9921;3.14;0.46;10.60;6
9.3;0.34;0.49;7.30;0.052;30;146;0.9980;3.17;0.61;10.20;5
9.2;0.28;0.46;3.20;0.058;39;133;0.9960;3.14;0.58;9.50;5
7.2;0.24;0.30;1.60;0.048;27;131;0.9933;3.25;0.45;10.50;5
7.2;0.25;0.32;1.50;0.047;27;132;0.9933;3.26;0.44;10.50;5
6.8;0.32;0.18;7.50;0.041;71;223;0.9959;3.14;0.41;8.90;5
9.1;0.27;0.32;1.10;0.031;15;151;0.9936;3.03;0.41;10.60;5
8.9;0.34;0.32;1.30;0.041;12;188;0.9953;3.17;0.49;9.50;5
7.0;0.17;0.37;5.70;0.025;29;111;0.9938;3.20;0.49;10.80;6
6.7;0.25;0.23;7.20;0.038;61;220;0.9952;3.14;0.35;9.50;5
6.9;0.32;0.17;7.60;0.042;69;219;0.9959;3.13;0.40;8.90;5
6.8;0.32;0.18;7.50;0.041;71;223;0.9959;3.14;0.41;8.90;5
6.1;0.60;0.00;1.30;0.042;24;79;0.9937;3.31;0.38;9.40;4
5.3;0.40;0.07;1.30;0.035;26;102;0.9920;3.50;0.35;10.60;6
7.9;0.16;0.30;4.80;0.037;37;171;0.9967;3.47;0.44;9.00;4
7.6;0.33;0.36;2.10;0.034;26;172;0.9944;3.42;0.48;10.50;4
7.8;0.30;0.29;16.85;0.054;23;135;0.9998;3.16;0.38;9.00;6
7.8;0.30;0.29;16.85;0.054;23;135;0.9998;3.16;0.38;9.00;6
5.7;0.26;0.27;4.10;0.201;73.5;189.5;0.9942;3.27;0.38;9.40;6
7.8;0.30;0.29;16.85;0.054;23;135;0.9998;3.16;0.38;9.00;6
7.5;0.14;0.34;1.30;0.055;50;153;0.9945;3.29;0.80;9.60;6
7.8;0.30;0.29;16.85;0.054;23;135;0.9998;3.16;0.38;9.00;6
6.6;0.25;0.41;7.40;0.043;29;151;0.9946;3.15;0.60;10.20;7
5.7;0.26;0.27;4.10;0.201;73.5;189.5;0.9942;3.27;0.38;9.40;6
8.2;0.23;0.49;0.90;0.057;15;73;0.9928;3.07;0.38;10.40;6
6.0;0.24;0.32;6.30;0.030;34;129;0.9946;3.52;0.41;10.40;5
6.1;0.45;0.27;0.80;0.039;13;82;0.9927;3.23;0.32;9.50;5
7.4;0.23;0.43;1.40;0.044;22;113;0.9938;3.22;0.62;10.60;6
7.2;0.20;0.38;1.00;0.037;21;74;0.9918;3.21;0.37;11.00;5
7.5;0.14;0.34;1.30;0.055;50;153;0.9945;3.29;0.80;9.60;6
7.7;0.25;0.43;4.50;0.062;20;115;0.9966;3.38;0.50;9.90;6
8.2;0.61;0.45;5.40;0.030;15;118;0.9954;3.14;0.34;9.60;5
7.6;0.21;0.44;1.90;0.036;10;119;0.9913;3.01;0.70;12.80;6
7.4;0.22;0.33;2.00;0.045;31;101;0.9931;3.42;0.55;11.40;5
7.2;0.26;0.26;12.70;0.036;49;214;0.9986;3.41;0.50;10.00;6
6.4;0.25;0.41;8.60;0.042;57;173;0.9965;3.00;0.44;9.10;5
6.3;0.32;0.35;11.10;0.039;29;198;0.9984;3.36;0.50;9.40;7
6.8;0.25;0.29;2.00;0.042;19;189;0.9952;3.46;0.54;10.20;6
9.8;0.44;0.40;2.80;0.036;35;167;0.9956;2.97;0.39;9.20;5
7.2;0.20;0.25;4.50;0.044;31;109;0.9949;3.23;0.36;9.40;5
8.2;0.61;0.45;5.40;0.030;15;118;0.9954;3.14;0.34;9.60;5
7.5;0.42;0.45;9.10;0.029;20;125;0.9960;3.12;0.36;10.10;6
7.4;0.22;0.33;2.00;0.045;31;101;0.9931;3.42;0.55;11.40;5
6.4;0.26;0.30;2.20;0.025;33;134;0.9920;3.21;0.47;10.60;6
7.9;0.46;0.32;4.10;0.033;40;138;0.9912;3.18;0.44;12.80;7
6.5;0.41;0.64;11.80;0.065;65;225;0.9978;3.12;0.51;8.90;5
7.5;0.32;0.37;1.20;0.048;22;184;0.9938;3.09;0.43;9.30;5
6.6;0.21;0.38;2.20;0.026;40;104;0.9914;3.25;0.40;11.10;8
7.1;0.21;0.30;1.40;0.037;45;143;0.9932;3.13;0.33;9.90;6
7.6;0.26;0.47;1.60;0.068;5;55;0.9944;3.10;0.45;9.60;5
7.6;0.21;0.44;1.90;0.036;10;119;0.9913;3.01;0.70;12.80;6
6.9;0.25;0.26;5.20;0.024;36;135;0.9948;3.16;0.72;10.70;7
7.1;0.26;0.32;14.45;0.074;29;107;0.9980;2.96;0.42;9.20;6
7.3;0.22;0.40;14.75;0.042;44.5;129.5;0.9998;3.36;0.41;9.10;7
6.2;0.37;0.22;8.30;0.025;36;216;0.9964;3.33;0.60;9.60;6
7.9;0.22;0.45;14.20;0.038;53;141;0.9992;3.03;0.46;9.20;6
6.9;0.25;0.26;5.20;0.024;36;135;0.9948;3.16;0.72;10.70;7
7.3;0.22;0.40;14.75;0.042;44.5;129.5;0.9998;3.36;0.41;9.10;7
7.1;0.26;0.32;14.45;0.074;29;107;0.9980;2.96;0.42;9.20;6
7.4;0.25;0.37;6.90;0.020;14;93;0.9939;3.00;0.48;10.70;7
6.8;0.18;0.37;1.50;0.027;37;93;0.9920;3.30;0.45;10.80;6
7.0;0.17;0.37;1.50;0.028;26;75;0.9922;3.30;0.46;10.80;7
6.4;0.30;0.38;7.80;0.046;35;192;0.9955;3.10;0.37;9.00;5
5.0;0.33;0.16;1.50;0.049;10;97;0.9917;3.48;0.44;10.70;6
5.0;0.33;0.16;1.50;0.049;10;97;0.9917;3.48;0.44;10.70;6
8.9;0.33;0.32;1.50;0.047;11;200;0.9954;3.19;0.46;9.40;5
7.0;0.26;0.46;15.55;0.037;61;171;0.9986;2.94;0.35;8.80;6
6.4;0.30;0.38;7.80;0.046;35;192;0.9955;3.10;0.37;9.00;5
6.3;0.21;0.40;1.70;0.031;48;134;0.9917;3.42;0.49;11.50;6
8.0;0.23;0.46;1.50;0.030;30;125;0.9907;3.23;0.47;12.50;6
9.2;0.28;0.41;1.00;0.042;14;59;0.9922;2.96;0.25;10.50;6
7.3;0.27;0.39;6.70;0.064;28;188;0.9958;3.29;0.30;9.70;5
7.6;0.32;0.36;1.60;0.040;32;155;0.9930;3.23;0.52;11.30;6
5.0;0.33;0.16;1.50;0.049;10;97;0.9917;3.48;0.44;10.70;6
9.7;0.24;0.45;1.20;0.033;11;59;0.9926;2.74;0.47;10.80;6
8.0;0.28;0.42;7.10;0.045;41;169;0.9959;3.17;0.43;10.60;5
8.2;0.37;0.36;1.00;0.034;17;93;0.9906;3.04;0.32;11.70;8
8.0;0.61;0.38;12.10;0.301;24;220;0.9993;2.94;0.48;9.20;5
7.2;0.26;0.44;7.10;0.027;25;126;0.9930;3.02;0.34;11.10;8
8.2;0.37;0.36;1.00;0.034;17;93;0.9906;3.04;0.32;11.70;8
6.4;0.23;0.33;1.15;0.044;15.5;217.5;0.9920;3.33;0.44;11.00;6
5.9;0.40;0.32;6.00;0.034;50;127;0.9920;3.51;0.58;12.50;7
7.6;0.28;0.39;1.20;0.038;21;115;0.9940;3.16;0.67;10.00;6
8.0;0.28;0.42;7.10;0.045;41;169;0.9959;3.17;0.43;10.60;5
7.2;0.23;0.39;2.30;0.033;29;102;0.9908;3.26;0.54;12.30;7
6.8;0.32;0.37;3.40;0.023;19;87;0.9902;3.14;0.53;12.70;6
7.2;0.23;0.39;2.30;0.033;29;102;0.9908;3.26;0.54;12.30;7
6.9;0.18;0.38;6.50;0.039;20;110;0.9943;3.10;0.42;10.50;5
9.4;0.26;0.53;1.20;0.047;25;109;0.9921;3.23;0.28;12.50;6
8.3;0.33;0.42;1.15;0.033;18;96;0.9911;3.20;0.32;12.40;3
7.3;0.29;0.30;13.00;0.043;46;238;0.9986;3.06;0.41;8.70;6
7.9;0.41;0.37;4.50;0.030;40;114;0.9920;3.17;0.54;12.40;7
7.9;0.44;0.37;5.85;0.033;27;93;0.9920;3.16;0.54;12.60;7
7.7;0.39;0.30;5.20;0.037;29;131;0.9943;3.38;0.44;11.00;6
7.7;0.26;0.31;1.30;0.043;47;155;0.9937;3.42;0.50;10.10;6
7.8;0.32;0.31;1.70;0.036;46;195;0.9930;3.03;0.48;10.50;5
6.8;0.32;0.37;3.40;0.023;19;87;0.9902;3.14;0.53;12.70;6
7.3;0.24;0.39;3.60;0.024;35;116;0.9928;3.17;0.51;10.90;5
7.1;0.44;0.37;2.70;0.041;35;128;0.9896;3.07;0.43;13.50;7
10.3;0.25;0.48;2.20;0.042;28;164;0.9980;3.19;0.59;9.70;5
7.9;0.14;0.28;1.80;0.041;44;178;0.9954;3.45;0.43;9.20;6
7.4;0.18;0.42;2.10;0.036;33;187;0.9938;3.40;0.41;10.60;7
8.1;0.43;0.42;6.60;0.033;36;141;0.9918;2.98;0.39;13.30;7
7.1;0.44;0.37;2.70;0.041;35;128;0.9896;3.07;0.43;13.50;7
6.4;0.26;0.22;5.10;0.037;23;131;0.9944;3.29;0.32;10.10;5
8.0;0.66;0.72;17.55;0.042;62;233;0.9999;2.92;0.68;9.40;4
8.0;0.20;0.40;5.20;0.055;41;167;0.9953;3.18;0.40;10.60;7
7.2;0.21;0.34;1.10;0.046;25;80;0.9920;3.25;0.40;11.30;6
7.2;0.18;0.31;1.10;0.045;20;73;0.9925;3.32;0.40;10.80;7
8.4;0.57;0.44;10.70;0.051;46;195;0.9981;3.15;0.51;10.40;5
5.3;0.26;0.23;5.15;0.034;48;160;0.9952;3.82;0.51;10.50;7
5.7;0.25;0.33;1.10;0.049;28;150;0.9927;3.13;0.42;9.30;5
5.6;0.25;0.32;1.10;0.047;24;152;0.9927;3.12;0.42;9.30;6
7.3;0.25;0.41;1.80;0.037;52;165;0.9911;3.29;0.39;12.20;7
7.0;0.16;0.73;1.00;0.138;58;150;0.9936;3.08;0.30;9.20;5
6.4;0.22;0.34;1.80;0.057;29;104;0.9959;3.81;0.57;10.30;6
7.3;0.18;0.65;1.40;0.046;28;157;0.9946;3.33;0.62;9.40;6
6.4;0.17;0.27;6.70;0.036;88;223;0.9948;3.28;0.35;10.20;6
6.9;0.29;0.16;6.80;0.034;65;212;0.9955;3.08;0.39;9.00;6
6.2;0.21;0.38;6.80;0.036;64;245;0.9951;3.06;0.36;9.30;6
6.4;0.23;0.30;7.10;0.037;63;236;0.9952;3.06;0.34;9.20;6
7.3;0.19;0.68;1.50;0.050;31;156;0.9946;3.32;0.64;9.40;6
7.3;0.18;0.65;1.40;0.046;28;157;0.9946;3.33;0.62;9.40;6
9.6;0.29;0.46;1.45;0.039;77.5;223;0.9944;2.92;0.46;9.50;6
7.2;0.14;0.35;1.20;0.036;15;73;0.9938;3.46;0.39;9.90;5
6.9;0.31;0.34;7.40;0.059;36;174;0.9963;3.46;0.62;11.10;7
7.5;0.28;0.34;4.20;0.028;36;116;0.9910;2.99;0.41;12.30;8
8.0;0.22;0.42;14.60;0.044;45;163;1.0003;3.21;0.69;8.60;7
7.6;0.31;0.29;10.50;0.040;21;145;0.9966;3.04;0.35;9.40;5
8.4;0.35;0.56;13.80;0.048;55;190;0.9993;3.07;0.58;9.40;6
8.0;0.22;0.42;14.60;0.044;45;163;1.0003;3.21;0.69;8.60;7
8.1;0.50;0.47;1.10;0.037;23;126;0.9938;3.21;0.42;10.90;5
7.0;0.39;0.31;5.30;0.169;32;162;0.9965;3.20;0.48;9.40;5
8.1;0.50;0.47;1.10;0.037;23;126;0.9938;3.21;0.42;10.90;5
8.4;0.35;0.56;13.80;0.048;55;190;0.9993;3.07;0.58;9.40;6
6.2;0.22;0.27;1.50;0.064;20;132;0.9938;3.22;0.46;9.20;6
8.0;0.22;0.42;14.60;0.044;45;163;1.0003;3.21;0.69;8.60;7
7.6;0.31;0.29;10.50;0.040;21;145;0.9966;3.04;0.35;9.40;5
7.0;0.24;0.36;4.90;0.083;10;133;0.9942;3.33;0.37;10.80;6
6.6;0.27;0.30;1.90;0.025;14;153;0.9928;3.29;0.62;10.50;6
7.8;0.16;0.41;1.70;0.026;29;140;0.9910;3.02;0.78;12.50;6
7.7;0.27;0.34;1.80;0.028;26;168;0.9911;2.99;0.48;12.10;7
7.4;0.31;0.74;10.70;0.039;51;147;0.9977;3.02;0.43;8.70;5
8.0;0.45;0.36;8.80;0.026;50;151;0.9927;3.07;0.25;12.70;8
7.7;0.27;0.34;1.80;0.028;26;168;0.9911;2.99;0.48;12.10;7
7.8;0.16;0.41;1.70;0.026;29;140;0.9910;3.02;0.78;12.50;6
6.6;0.16;0.29;1.80;0.050;40;147;0.9912;3.06;0.44;11.40;7
8.3;0.21;0.40;1.60;0.032;35;110;0.9907;3.02;0.60;12.90;7
7.2;0.32;0.33;1.40;0.029;29;109;0.9902;3.15;0.51;12.80;7
6.6;0.16;0.30;1.60;0.034;15;78;0.9920;3.38;0.44;11.20;6
8.4;0.16;0.33;1.50;0.033;16;98;0.9940;3.14;0.42;9.70;6
7.5;0.23;0.32;9.20;0.038;54;191;0.9966;3.04;0.56;9.70;6
6.2;0.17;0.30;1.10;0.037;14;79;0.9930;3.50;0.54;10.30;6
6.9;0.39;0.22;4.30;0.030;10;102;0.9930;3.00;0.87;11.60;4
6.9;0.41;0.22;4.20;0.031;10;102;0.9930;3.00;0.86;11.60;4
7.5;0.23;0.32;9.20;0.038;54;191;0.9966;3.04;0.56;9.70;6
7.5;0.38;0.33;5.00;0.045;30;131;0.9942;3.32;0.44;10.90;6
7.3;0.42;0.38;6.80;0.045;29;122;0.9925;3.19;0.37;12.60;7
7.3;0.34;0.39;5.20;0.040;45;163;0.9925;3.30;0.47;12.40;6
7.8;0.23;0.28;4.75;0.042;45;166;0.9928;2.96;0.40;11.50;5
9.0;0.25;0.38;5.90;0.045;52;159;0.9950;2.93;0.35;10.20;6
6.9;0.20;0.40;7.70;0.032;51;176;0.9939;3.22;0.27;11.40;5
7.4;0.19;0.42;6.40;0.067;39;212;0.9958;3.30;0.33;9.60;6
8.2;0.20;0.36;8.10;0.035;60;163;0.9952;3.05;0.30;10.30;6
8.0;0.59;0.71;17.35;0.038;61;228;1.0000;2.95;0.75;9.30;5
7.9;0.14;0.45;1.80;0.050;17;114;0.9948;3.33;0.49;10.70;7
6.8;0.24;0.40;1.80;0.047;34;105;0.9900;3.13;0.49;12.80;8
9.7;0.14;0.59;1.50;0.049;23;142;0.9958;2.98;0.62;9.50;5
9.2;0.15;0.68;1.60;0.046;22;130;0.9948;3.02;0.45;10.40;6
9.4;0.17;0.55;1.60;0.049;14;94;0.9949;3.02;0.61;10.30;6
5.2;0.37;0.08;13.50;0.041;37;142;0.9970;3.46;0.39;9.90;6
6.3;0.23;0.22;3.75;0.039;37;116;0.9927;3.23;0.50;10.70;6
9.6;0.25;0.54;1.30;0.040;16;160;0.9938;2.94;0.43;10.50;5
9.2;0.32;0.42;1.30;0.046;14;186;0.9949;3.08;0.48;9.60;5
6.4;0.31;0.40;6.20;0.040;46;169;0.9953;3.15;0.46;9.30;6
8.1;0.20;0.36;9.70;0.044;63;162;0.9970;3.10;0.46;10.00;6
7.9;0.26;0.26;2.00;0.026;40;190;0.9932;3.04;0.39;11.20;6
7.0;0.15;0.34;1.40;0.039;21;177;0.9927;3.32;0.62;10.80;5
6.4;0.15;0.31;1.10;0.044;25;96;0.9932;3.54;0.51;10.30;6
6.4;0.25;0.53;6.60;0.038;59;234;0.9955;3.03;0.42;8.80;5
7.6;0.19;0.42;1.50;0.044;6;114;0.9914;3.04;0.74;12.80;6
7.3;0.43;0.37;4.60;0.028;17;114;0.9910;3.23;0.43;13.20;6
5.1;0.31;0.30;0.90;0.037;28;152;0.9920;3.54;0.56;10.10;6
6.2;0.20;0.26;1.70;0.093;40;161;0.9924;3.44;0.66;11.00;5
6.9;0.16;0.35;1.30;0.043;21;182;0.9927;3.25;0.62;10.80;6
7.7;0.32;0.48;2.30;0.040;28;114;0.9911;3.20;0.52;12.80;7
6.5;0.22;0.72;6.80;0.042;33;168;0.9958;3.12;0.36;9.20;6
6.8;0.26;0.33;1.50;0.047;44;167;0.9928;3.12;0.44;10.50;6
5.2;0.37;0.33;1.20;0.028;13;81;0.9902;3.37;0.38;11.70;6
8.4;0.19;0.43;2.10;0.052;20;104;0.9940;2.85;0.46;9.50;5
8.3;0.21;0.41;2.20;0.050;24;108;0.9940;2.85;0.45;9.50;5
6.8;0.15;0.32;8.80;0.058;24;110;0.9972;3.40;0.40;8.80;6
7.9;0.16;0.64;17.00;0.050;69;210;1.0004;3.15;0.51;9.30;7
7.8;0.21;0.39;1.80;0.034;62;180;0.9910;3.09;0.75;12.60;8
9.0;0.24;0.50;1.20;0.048;26;107;0.9918;3.21;0.34;12.40;6
5.7;0.21;0.24;2.30;0.047;60;189;0.9950;3.65;0.72;10.10;6
7.8;0.29;0.36;7.00;0.042;38;161;0.9941;3.26;0.37;11.20;8
6.7;0.18;0.30;6.40;0.048;40;251;0.9956;3.29;0.52;10.00;5
6.7;0.18;0.30;6.40;0.048;40;251;0.9956;3.29;0.52;10.00;5
8.4;0.58;0.27;12.15;0.033;37;116;0.9959;2.99;0.39;10.80;6
7.2;0.16;0.32;0.80;0.040;50;121;0.9922;3.27;0.33;10.00;6
7.6;0.54;0.23;2.00;0.029;13;151;0.9931;3.04;0.33;10.40;5
8.4;0.58;0.27;12.15;0.033;37;116;0.9959;2.99;0.39;10.80;6
6.6;0.25;0.31;12.40;0.059;52;181;0.9984;3.51;0.47;9.80;6
7.3;0.23;0.37;1.90;0.041;51;165;0.9908;3.26;0.40;12.20;8
7.3;0.39;0.37;1.10;0.043;36;113;0.9910;3.39;0.48;12.70;8
7.0;0.46;0.39;6.20;0.039;46;163;0.9928;3.21;0.35;12.20;7
8.2;0.35;0.40;6.30;0.039;35;162;0.9936;3.15;0.34;11.90;7
7.8;0.29;0.36;7.00;0.042;38;161;0.9941;3.26;0.37;11.20;8
9.2;0.35;0.39;0.90;0.042;15;61;0.9924;2.96;0.28;10.40;4
8.0;0.57;0.39;3.90;0.034;22;122;0.9917;3.29;0.67;12.80;7
6.5;0.37;0.33;3.90;0.027;40;130;0.9906;3.28;0.39;12.70;7
5.7;0.21;0.24;2.30;0.047;60;189;0.9950;3.65;0.72;10.10;6
6.7;0.18;0.30;6.40;0.048;40;251;0.9956;3.29;0.52;10.00;5
7.8;0.13;0.30;1.80;0.040;43;179;0.9955;3.43;0.41;9.00;5
7.6;0.19;0.41;1.10;0.040;38;143;0.9907;2.92;0.42;11.40;5
7.3;0.22;0.41;15.40;0.050;55;191;1.0000;3.32;0.59;8.90;6
6.3;0.29;0.40;6.50;0.039;43;167;0.9953;3.15;0.44;9.30;6
6.8;0.35;0.32;2.40;0.048;35;103;0.9911;3.28;0.46;12.00;8
6.5;0.19;0.32;1.40;0.040;31;132;0.9922;3.36;0.54;10.80;7
6.2;0.12;0.26;5.70;0.044;56;158;0.9951;3.52;0.37;10.50;6
6.0;0.13;0.28;5.70;0.038;56;189.5;0.9948;3.59;0.43;10.60;7
6.4;0.25;0.33;1.40;0.040;42;115;0.9906;3.19;0.48;11.30;7
6.9;0.32;0.16;1.40;0.051;15;96;0.9940;3.22;0.38;9.50;4
7.6;0.19;0.41;1.10;0.040;38;143;0.9907;2.92;0.42;11.40;5
6.7;0.13;0.28;1.20;0.046;35;140;0.9927;3.33;0.33;10.10;7
7.0;0.14;0.41;0.90;0.037;22;95;0.9914;3.25;0.43;10.90;6
7.6;0.27;0.24;3.80;0.058;19;115;0.9958;3.15;0.45;8.90;5
7.3;0.22;0.41;15.40;0.050;55;191;1.0000;3.32;0.59;8.90;6
7.4;0.64;0.47;14.15;0.168;42;185;0.9984;2.90;0.49;9.30;5
7.6;0.28;0.39;1.90;0.052;23;116;0.9941;3.25;0.40;10.40;6
8.3;0.26;0.41;9.20;0.042;41;162;0.9944;3.10;0.38;12.00;7
10.7;0.22;0.56;8.20;0.044;37;181;0.9980;2.87;0.68;9.50;6
10.7;0.22;0.56;8.20;0.044;37;181;0.9980;2.87;0.68;9.50;6
6.9;0.23;0.34;2.70;0.032;24;121;0.9902;3.14;0.38;12.40;7
6.2;0.30;0.32;1.70;0.032;30;130;0.9911;3.28;0.41;11.20;7
6.9;0.27;0.41;1.70;0.047;6;134;0.9929;3.15;0.69;11.40;6
6.9;0.28;0.41;1.70;0.050;10;136;0.9930;3.16;0.71;11.40;6
6.9;0.28;0.30;1.60;0.047;46;132;0.9918;3.35;0.38;11.10;7
6.9;0.46;0.20;0.90;0.054;5;126;0.9920;3.10;0.42;10.40;6
6.9;0.38;0.32;8.50;0.044;36;152;0.9932;3.38;0.35;12.00;7
5.7;0.43;0.30;5.70;0.039;24;98;0.9920;3.54;0.61;12.30;7
6.6;0.56;0.16;3.10;0.045;28;92;0.9940;3.12;0.35;9.10;6
7.1;0.36;0.56;1.30;0.046;25;102;0.9923;3.24;0.33;10.50;6
6.8;0.23;0.40;1.60;0.047;5;133;0.9930;3.23;0.70;11.40;6
6.2;0.33;0.29;1.30;0.042;26;138;0.9956;3.77;0.64;9.50;5
5.6;0.49;0.13;4.50;0.039;17;116;0.9907;3.42;0.90;13.70;7
6.6;0.42;0.33;2.80;0.034;15;85;0.9900;3.28;0.51;13.40;6
7.3;0.18;0.29;1.20;0.044;12;143;0.9918;3.20;0.48;11.30;7
8.1;0.19;0.40;0.90;0.037;73;180;0.9926;3.06;0.34;10.00;6
5.9;0.19;0.26;7.40;0.034;33;123;0.9950;3.49;0.42;10.10;6
6.2;0.16;0.47;1.40;0.029;23;81;0.9900;3.26;0.42;12.20;6
6.6;0.42;0.33;2.80;0.034;15;85;0.9900;3.28;0.51;13.40;6
5.7;0.14;0.30;4.60;0.042;19;101;0.9946;3.31;0.42;9.30;6
5.6;0.49;0.13;4.50;0.039;17;116;0.9907;3.42;0.90;13.70;7
6.9;0.19;0.33;1.60;0.039;27;98;0.9898;3.09;0.46;12.30;7
7.3;0.18;0.29;1.20;0.044;12;143;0.9918;3.20;0.48;11.30;7
7.3;0.25;0.36;13.10;0.050;35;200;0.9986;3.04;0.46;8.90;7
7.3;0.25;0.36;13.10;0.050;35;200;0.9986;3.04;0.46;8.90;7
7.0;0.20;0.34;5.70;0.035;32;83;0.9928;3.19;0.46;11.50;6
7.3;0.25;0.36;13.10;0.050;35;200;0.9986;3.04;0.46;8.90;7
6.3;0.67;0.48;12.60;0.052;57;222;0.9979;3.17;0.52;9.30;6
7.4;0.40;0.29;5.40;0.044;31;122;0.9940;3.30;0.50;11.10;8
7.1;0.26;0.31;2.20;0.044;29;128;0.9937;3.34;0.64;10.90;8
9.0;0.31;0.48;6.60;0.043;11;73;0.9938;2.90;0.38;11.60;5
6.3;0.39;0.24;6.90;0.069;9;117;0.9942;3.15;0.35;10.20;4
8.2;0.22;0.36;6.80;0.034;12;90;0.9944;3.01;0.38;10.50;8
7.1;0.19;0.28;3.60;0.033;16;78;0.9930;2.91;0.78;11.40;6
7.3;0.25;0.36;13.10;0.050;35;200;0.9986;3.04;0.46;8.90;7
7.9;0.20;0.34;1.20;0.040;29;118;0.9932;3.14;0.41;10.60;6
7.1;0.26;0.32;5.90;0.037;39;97;0.9934;3.31;0.40;11.60;6
7.0;0.20;0.34;5.70;0.035;32;83;0.9928;3.19;0.46;11.50;6
6.9;0.30;0.33;4.10;0.035;26;155;0.9925;3.25;0.79;12.30;8
8.1;0.29;0.49;7.10;0.042;22;124;0.9944;3.14;0.41;10.80;6
5.8;0.17;0.30;1.40;0.037;55;130;0.9909;3.29;0.38;11.30;6
5.9;0.42;0.02;0.80;0.038;22;63;0.9932;3.36;0.36;9.30;5
6.6;0.23;0.26;1.30;0.045;16;128;0.9934;3.36;0.60;10.00;6
8.6;0.55;0.35;15.55;0.057;35.5;366.5;1.0001;3.04;0.63;11.00;3
6.9;0.35;0.74;1.00;0.044;18;132;0.9920;3.13;0.55;10.20;5
7.6;0.14;0.74;1.60;0.040;27;103;0.9916;3.07;0.40;10.80;7
9.2;0.28;0.49;11.80;0.042;29;137;0.9980;3.10;0.34;10.10;4
6.2;0.18;0.49;4.50;0.047;17;90;0.9919;3.27;0.37;11.60;6
5.3;0.17;0.24;1.10;0.051;25;105;0.9925;3.32;0.47;9.10;5
9.8;0.25;0.74;10.00;0.056;36;225;0.9977;3.06;0.43;10.00;4
8.1;0.29;0.49;7.10;0.042;22;124;0.9944;3.14;0.41;10.80;6
6.8;0.22;0.49;0.90;0.052;26;128;0.9910;3.25;0.35;11.40;6
7.2;0.22;0.49;1.00;0.045;34;140;0.9900;3.05;0.34;12.70;6
7.4;0.25;0.49;1.10;0.042;35;156;0.9917;3.13;0.55;11.30;5
8.2;0.18;0.49;1.10;0.033;28;81;0.9923;3.00;0.68;10.40;7
6.1;0.22;0.49;1.50;0.051;18;87;0.9928;3.30;0.46;9.60;5
7.0;0.39;0.24;1.00;0.048;8;119;0.9923;3.00;0.31;10.10;4
6.1;0.22;0.49;1.50;0.051;18;87;0.9928;3.30;0.46;9.60;5
6.5;0.36;0.49;2.90;0.030;16;94;0.9902;3.10;0.49;12.10;7
7.1;0.29;0.49;1.20;0.031;32;99;0.9893;3.07;0.33;12.20;6
7.4;0.25;0.49;1.10;0.042;35;156;0.9917;3.13;0.55;11.30;5
6.9;0.23;0.24;14.20;0.053;19;94;0.9982;3.17;0.50;9.60;5
8.5;0.56;0.74;17.85;0.051;51;243;1.0005;2.99;0.70;9.20;5
8.2;0.18;0.49;1.10;0.033;28;81;0.9923;3.00;0.68;10.40;7
6.3;0.23;0.49;7.10;0.050;67;210;0.9951;3.23;0.34;9.50;5
6.1;0.25;0.49;7.60;0.052;67;226;0.9956;3.16;0.47;8.90;5
7.2;0.26;0.74;13.60;0.050;56;162;0.9980;3.03;0.44;8.80;5
7.2;0.31;0.24;1.40;0.057;17;117;0.9928;3.16;0.35;10.50;5
8.0;0.25;0.49;1.20;0.061;27;117;0.9938;3.08;0.34;9.40;5
7.0;0.18;0.49;5.30;0.040;34;125;0.9914;3.24;0.40;12.20;6
7.8;0.43;0.49;13.00;0.033;37;158;0.9955;3.14;0.35;11.30;6
8.3;0.20;0.74;4.45;0.044;33;130;0.9924;3.25;0.42;12.20;6
6.3;0.27;0.49;1.20;0.063;35;92;0.9911;3.38;0.42;12.20;6
7.4;0.16;0.49;1.20;0.055;18;150;0.9917;3.23;0.47;11.20;6
7.4;0.16;0.49;1.20;0.055;18;150;0.9917;3.23;0.47;11.20;6
6.9;0.19;0.49;6.60;0.036;49;172;0.9932;3.20;0.27;11.50;6
7.8;0.43;0.49;13.00;0.033;37;158;0.9955;3.14;0.35;11.30;6
7.2;0.40;0.49;1.10;0.048;11;138;0.9929;3.01;0.42;9.30;5
7.8;0.43;0.49;13.00;0.033;37;158;0.9955;3.14;0.35;11.30;6
7.6;0.52;0.49;14.00;0.034;37;156;0.9958;3.14;0.38;11.80;7
8.3;0.21;0.49;19.80;0.054;50;231;1.0012;2.99;0.54;9.20;5
6.9;0.34;0.74;11.20;0.069;44;150;0.9968;3.00;0.81;9.20;5
